"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"67",55000000,203427584,"Everest","Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",13.288145,2293,"2015-09-10","Released"
"68",22000000,194647323,"A Dog's Purpose","A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.",9.633263,966,"2017-01-19","Released"
"69",29500000,168840000,"Twelve Monkeys","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",14.014422,3312,"1995-12-29","Released"
"70",40000000,28169671,"Cirque du Freak: The Vampire's Assistant","Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",10.748164,431,"2009-10-23","Released"
"71",150000000,331957105,"The Great Wall","European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.",15.696722,2003,"2016-12-16","Released"
"72",80000000,214104620,"Public Enemies","Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",11.899133,1742,"2009-07-01","Released"
"73",70000000,348840316,"The Lorax","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",17.28129,1294,"2012-03-01","Released"
"74",5000000,103590271,"Ouija","A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.",14.682465,1268,"2014-10-24","Released"
"75",207000000,550000000,"King Kong","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",13.983081,3218,"2005-12-12","Released"
"76",145000000,401128639,"The Mummy: Tomb of the Dragon Emperor","Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",14.965535,1868,"2008-07-01","Released"
