"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"51",0,0,"August 28: A Day In The Life Of A People","Documentary film on events that happened on August 28th in African-American history, shown at the Smithsonian African-American History Museum.",0.154648,0,"2017-08-26","Released"
"52",50000000,133511855,"American Made","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",15.179806,1330,"2017-08-17","Released"
"53",0,0,"A Taxi Driver","May, 1980. Man-seob (SONG Kang-ho) is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",9.542422,58,"2017-08-02","Released"
"54",34000000,16790139,"Detroit","A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.",12.701561,470,"2017-07-28","Released"
"55",0,0,"Maze","Inspired by the true events of the infamous 1983 prison breakout of 38 IRA prisoners from HMP Maze, which was to become the biggest prison escape in Europe since World War II.",4.531179,15,"2017-09-22","Released"
"56",0,0,"Mohawk","A young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.",5.616456,13,"2018-03-02","Released"
"57",100000000,525573161,"Dunkirk","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",32.978888,6122,"2017-07-19","Released"
"58",0,0,"<U+8840><U+6218><U+6E58><U+6C5F>","",0.079196,0,"2017-06-30","Released"
"59",500000,0,"Oscar Arias: Without a Shot Fired","This is the story of a tiny country that made a decision to do something that no other country had ever done -- it decided to abolish its army and declare peace to the world. And this is the story of a young boy who grew up in that country, and how he ended up challenging -- and sometimes even convincing -- the greatest powers in the world to follow Costa Rica's example. ""Oscar Arias: Without a Shot Fired"" is a Don Quixote-like saga with great historical touchstones -- Ronald Reagan and Mikhail Gorbachev, Cold War politics and Communism, Central American War and Peace. It follows a slight, academic, and most unlikely hero over the course of more than fifty years, as he travels the world in a quest to stop the spread of the weapons of war. In the end, it is a story about the triumph of reason, of the sparrow triumphing over the eagle, and how the impossible dream can sometimes come true.",0.410172,1,"2017-06-18","Released"
"60",0,0,"Ho'omau","A fictional story of ancient Hawai‘i anchored in Hawaiian values, Ho'omau is the story of Lehua, a young woman of mixed ancestry, who must persist against perilous odds to defend all she holds dear when war breaks out between tribes of different origin in ancient Hawai'i.",0.0581,0,"2017-06-02","Released"
"61",0,0,"The General And Me","Over the period of 25 years the director met General Võ Nguyên Giáp, a legendary hero of Vietnam’s independence wars, a number of times. She was the first American who entered the home of the “Red Napoleon”. The fruit of this friendship is a film, personal and politically involved at the same time. Travelling across the country and talking to important figures as well as ordinary people, the director finds out more about her roots and offers the audience a unique perspective on Vietnam’s present and past.",0.056475,0,"2017-05-29","Released"
"62",0,0,"Edgar Allan Poe: Buried Alive","How the inventor of the detective story became his own greatest mystery.",0.127891,0,"2017-04-29","Released"
"63",0,0,"EXPO 67 Mission Impossible","",0.125329,0,"2017-04-25","Released"
"64",0,2621,"Acorn and the Firestorm","For 40 years, the community-organizing group ACORN advocated for America’s poorest communities, while its detractors accused it of promoting the worst of liberal policies. Riding high on the momentum of Barack Obama’s presidential victory in 2008, ACORN was at its political zenith when a hidden-camera video sparked a national scandal and brought it crashing down. The story involves voter fraud, a fake prostitute, and the rise of Breitbart.com.",3.03442,0,"2018-04-06","Released"
"65",8700,0,"Six Rounds","Amongst the 2011 London riots, a former boxer needs must choose between his past or a new future.",1.853813,0,"2017-04-21","Post Production"
"66",7075038,9868942,"The Spacewalker","March 1965. In the heat of the Cold War, the USA and the USSR are competing for supremacy in space. What both superpowers aim for in this race, is to be the first to have a man walk in outer space. To accomplish that, no price is too high and no risk is too great.  Now it’s up to the unlikely duo of a seasoned war veteran and a hot-headed test-pilot to fulfill this mission. Two men in a tiny spaceship, without proper testing, facing the complete unknown…  They were supposed to do what no man has done before – and no man imagined what would happen next…",9.984724,52,"2017-04-06","Released"
"67",0,0,"The Spring of Huang Jueping","An artist looks back on his younger years at the Chongqing Art Academy in the turbulent 1990s. The selection and demands used to be killing. He was close friends with two boys and a girl. They fought with local youngsters and tried to give each other pep talks. Parallels with the childhood years of his parents, during the Cultural Revolution, also show violence and gun battles. Semi-autobiographical, with motion capture.",0.049888,0,"2017-03-22","Released"
"68",0,0,"Johanne","Inspired by Joan of Arc, Johanne follows a day in a life of the eponymous heroine. While set in medieval fantasy town, it explores the very current and urgent theme of preserving one’s humanity while struggling against inhumane environment, from modern feminist perspective.",0.244045,1,"2017-03-16","Released"
"69",0,0,"Against the Law","The film tells the story of Peter Wildeblood, a thoughtful and private gay journalist whose affair with a handsome serviceman he met in Piccadilly – during the time homosexuality was a crime – turned Queen's evidence against him in one of the most explosive court cases of the 1950s - the infamous Montagu Trial.",2.534123,4,"2017-03-16","Released"
