"","budget","revenue","title","overview","popularity","vote_count","release_date","status","runtime","production_companies","production_countries"
"81",69000000,147988192,"Red Sparrow","Prima ballerina, Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",103.309619,1180,"2018-03-01","Released",140,"Soundtrack New York, Chernin Entertainment, Film Rites, 20th Century Fox, ","United States of America, "
"82",40000000,41782301,"Annihilation","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",61.104101,1870,"2018-02-22","Released",115,"DNA Films, Paramount, Scott Rudin Productions, Skydance Media, ","United Kingdom, United States of America, "
"83",0,0,"Pizza Boy","A group of youngsters are shocked to discover the dangerous intentions of a pizza delivery driver.",0.212752,0,"2018-02-07","Released",4,", , ",", , "
"84",0,0,"Two Persons","An unexplained break up from a five-year-old relationship over a night deeply disturbs the protagonist. To overcome this, he decides to document the night with hidden cameras; an act which has roots in his long but unfulfilled dream to become a film maker. But the night turns eventful.Ironically these events happen in the backdrop of the sudden and unexpected announcement of demonetisation.",0.459012,0,"2018-02-04","Released",110,"Prayatna Films, ","India, "
"85",0,0,"Capacocha","Bruno, a Peruvian priest, comes to Buenos Aires after his church is set on fire. He meets up with Juan, an old friend he met in jail many years ago. Bruno is hoping to work in a Peruvian restaurant in order to send money back home, but his friend has other plans for him.",0.187683,0,"2018-02-03","Released",16,", , ",", , "
"86",0,0,"<U+7075><U+9B42><U+6446><U+6E21>·<U+9EC4><U+6CC9>","",0.336644,1,"2018-02-01","Released",NA,", , ","China, "
"87",0,0,"Section Zero","",1e-06,0,"2018-01-25","Released",NA,", , ","France, "
"88",0,0,"Lords of Chaos","A teenager's quest to launch Norwegian Black Metal in Oslo in the 1980s results in a very violent outcome.",2.747657,1,"2018-01-23","Released",92,"Eleven Arts, 4 1/2 Film, Chimney, ","Norway, Sweden, United Kingdom, "
"89",0,0,"Piercing","In this twisted love story, a man seeks out an unsuspecting stranger to help him purge the dark torments of his past. His plan goes awry when he encounters a woman with plans of her own.",1.356636,0,"2018-04-05","Released",81,", , ",", , "
"90",0,0,"The Guilty","Alarm dispatcher and former police officer, Asger Holm, answers an emergency call from a kidnapped woman. When the call is suddenly disconnected, the search for the woman and her kidnapper begins. With the phone as his only tool, Asger enters a race against time to save the endangered woman. But soon he realizes that he is dealing with a crime that is far bigger than he first thought.",0.971441,1,"2018-06-14","Released",85,"Nordisk Film, ","Denmark, "
"91",0,0,"Nancy","Nancy becomes increasingly convinced she was kidnapped as a child. When she meets a couple whose daughter went missing thirty years ago, reasonable doubts give way to willful belief.",2.526466,0,"2018-01-20","Released",87,"Gamechanger Films, ","United States of America, "
"92",0,0,"Hereditary","After their reclusive grandmother passes away, the Graham family tries to escape the dark fate they've inherited.",7.940988,7,"2018-06-04","Released",127,"Windy Hill Pictures, PalmStar Media, ","United States of America, "
"93",60000,0,"M/M","Wayward Canadian, Matthew, crushed by the isolation of being new to Berlin, turns his sexual desires toward Matthias that spiral into a dark fixation of assumed identity. Soon, this obsessive power struggle between the two, careens toward brutal passion and violence in a bid for dominance.",0.165146,0,"2018-01-19","Released",81,", , ","Canada, "
"94",0,0,"Summer of '84","Summer is usually a time for fun and games, but some teens get much more danger than they bargained for after beginning to suspect their neighbor is a serial murderer.",2.345413,1,"2018-01-18","Post Production",105,", , ","Canada, United States of America, "
"95",0,0,"Feed Your Demons","Stop-motion short film about a young boy who stumbles upon a mysterious box in the attic.",0.165125,0,"2018-01-18","Released",5,", , ","United Kingdom, "
"96",0,0,"Deception","Min Htet possesses a perfect life which will be envied by a lot. He is rich; owns a gallery and in addition to all that, has a beautiful wife called Zin Mar. He is the epitome of happiness and success. But at one point in his life, he committed a unforgettable sin which destroyed both his marriage and business. After a series of events that nearly destructed his life, he started to realize his perfect life may not be as what he thinks it is.",0.497087,0,"2018-01-19","Released",130,"Central Base Productions, ","Myanmar, "
"97",0,0,"You Shall Not Sleep","In an abandoned psychiatric hospital, a theatre group experiments with insomnia for the preparation of a stage play. With the passage of days without sleep, they reach new thresholds of perception that expose them to the secrets of the place and the energies that inhabit it. When Bianca, a young, promising actress, joins the cast, competing for the lead role, she must survive not only the intensity of the work and her cast mates, but the unknown force that is pulling them towards a tragic outcome.",0.975651,6,"2018-01-11","Released",106,"Pampa Films, Bowfinger International Pictures, ","Spain, Argentina, Uruguay, "
"98",30000000,119757158,"The Commuter","A businessman on his daily commute home gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",38.172515,1113,"2018-01-11","Released",104,"StudioCanal, Ombra Films, Lions Gate, ","France, United Kingdom, United States of America, "
"99",0,0,"Cover Versions","On the eve of their biggest gig ever, the members of synth-rock band Starfoxy throw a rager that ends with a fan mysteriously dead in the pool.",0.680292,4,"2018-01-03","Released",84,"Off The Dock, ","United States of America, "
"100",0,0,"Beck: Flesh & Blood","",1.310577,1,"2018-01-01","Released",NA,", , ",", , "
"101",0,0,"Clean Colored Wire","A critic gets caught up in a strange mystery of parallel universes when he attends an advance screening of a film entitled ""The Most Important Film Ever Made"".",2.166876,0,"2017-12-31","Released",10,"Najka Pictures, ","Sweden, "
"102",0,0,"Family of Lies","After their parents were killed in a mysterious car accident, Emily and her younger siblings moved to a small Louisiana town. Soon strange things start to happen, giving the siblings the feeling that they're being watched.",0.227791,0,"2017-12-31","Released",90,", , ",", , "
"103",0,0,"Naples in Veils","In a Naples suspended between magic and superstition, madness and rationality, a mystery envelops the existence of Adriana (Giovanna Mezzogiorno), overwhelmed by a sudden love and a violent crime.",8.797019,94,"2017-12-28","Released",113,"R&C Produzioni, ","Italy, "
"104",500,0,"Ungrateful","A boy plagued by dark visions finds himself questioning his sanity and the universe around him.",0.128498,0,"2017-12-15","Released",4,"Skinny Bipch Films, ","Spain, "
"105",0,0,"Psychotronic","The average Moscow taxi driver starts suspecting that there is something wrong with his clients, who keep going about the city. Mysterious destinations, strange motions, hysterical laughter, puzzling placement of the black bundle. The protagonist is intrigued which leads to an unpleasant discovery. It turns out that the world has long been taken over by “psyons” – psychological operators controlling human mind.",3.650352,0,"2018-04-19","Released",11,"Hype Film, Medialab, ","Russia, "
"106",0,0,"Godzone","Two friends try to re-unite by going on a road-trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, and a shocking revelation ends their journey.",0.158623,1,"2017-12-08","Post Production",70,"KochiTown Films, Fookdat Productions, ","Denmark, India, "
"107",0,0,"You Killed My Mother","Disturbed teenager Jo Fay loses it and attacks a nurse at the hospital when she is told her critically ill mother won't qualify for a liver transplant due to her chronic alcoholism. Years later, when she is released from a mental institution, Jo seems normal but harbors a ferocious rage to take revenge on everyone she blames for her mother's death. Ashley Jones, Carlena Britch star. (2017)",0.250113,0,"2017-12-07","Released",120,"Lifetime, ","United States of America, "
"108",0,0,"Melodies of a Mute Life","A young adult embarks on an odyssey between the corridors of depression and negativism after the loss of a loved one.",0.23002,1,"2018-01-18","Post Production",27,"Popsec Studio, ","Portugal, "
"109",0,0,"Marionette","A high school teacher named Seo-Rin encounters a mysterious person called Master through instant messaging. This figure reminds her of the past that she has always wanted to forget. As her students, boyfriend and acquaintances get involved in this incident, the situation grows more and more serious. Seo-Rin tries her best to overcome what she is going through.",3.351571,1,"2018-04-19","Released",116,", , ","South Korea, "
"110",0,0,"Landfall","A young couple in tropical Australia is trapped in their home by three fugitives carrying a mysterious icebox containing unknown contents, and they must rely on their wits and cunning to survive as a severe tropical cyclone looms.",0.417104,0,"2017-11-26","Released",97,"Sapphire Pictures, ","Australia, "
"111",0,0,"Purgatory Road","Helpless to stop a thief from stealing his father’s modest nest egg, Travis grows up blaming himself for his parents’ suicide. Becoming a priest who operates a highway confessional with his ambivalent brother, Michael, he offers sage advice to chosen sinners while raining death on unrepentant thieves. Into the world of this antagonistic duo comes Mary Francis, a deranged young woman with psychopathic tendencies who kills a thief who threatens to expose the decidedly un-holy siblings. Filled with gratitude, Travis invites the woman into their sacred world which begins a chain of carnage-laced events that threaten to destroy the brothers’ bloody, decades-long partnership.",0.207908,0,"2017-11-25","Released",97,"Purgo Road, Delirium, ","United States of America, "
